"data.name","fmethod","clust","n","k_policy","gate_rule","gate_rule_src","seed","ARI","FM","Jaccard","Purity","nfeat","kfound","k_used","stage1_n","stage2_n","ratio","total","dropped","elapsed","set"
"Muraro","FEAST","Refined Louvain",500,"estimated","submitted","object",1,0.358693227971998,0.509249946458563,0.268057980665368,0.9689557855127,500,20,20,NA,NA,NA,2126,0,62.995,"ncurve"
"Muraro","FEAST","Refined Louvain",500,"true","submitted","object",1,0.711630907583364,0.778928817493257,0.61826688133346,0.956255879586077,500,10,10,NA,NA,NA,2126,0,61.159,"ncurve"
"Muraro","FEAST","Refined Louvain",750,"estimated","submitted","object",1,0.335620124192532,0.488332762870211,0.249430717334754,0.961900282220132,750,20,20,NA,NA,NA,2126,0,86.808,"ncurve"
"Muraro","FEAST","Refined Louvain",750,"true","submitted","object",1,0.711303734610361,0.778252700366926,0.618304881339429,0.955315145813735,750,10,10,NA,NA,NA,2126,0,53.735,"ncurve"
"Muraro","FEAST","Refined Louvain",1000,"estimated","submitted","object",1,0.32777155514447,0.481133295488492,0.243167639596844,0.962841015992474,1000,20,20,NA,NA,NA,2126,0,65.182,"ncurve"
"Muraro","FEAST","Refined Louvain",1000,"true","submitted","object",1,0.713109237284383,0.779847181120457,0.620149483727148,0.955315145813735,1000,10,10,NA,NA,NA,2126,0,53.225,"ncurve"
"Muraro","FEAST","Refined Louvain",1500,"estimated","submitted","object",1,0.338901402336778,0.491175017315197,0.2521364057434,0.961900282220132,1500,20,20,NA,NA,NA,2126,0,61.896,"ncurve"
"Muraro","FEAST","Refined Louvain",1500,"true","submitted","object",1,0.707131869902539,0.775333013592231,0.613312733310388,0.955315145813735,1500,10,10,NA,NA,NA,2126,0,56.639,"ncurve"
"Muraro","FEAST","Refined Louvain",2500,"estimated","submitted","object",1,0.325562261055338,0.479765558038397,0.24108378548969,0.963781749764817,2500,20,20,NA,NA,NA,2126,0,62.484,"ncurve"
"Muraro","FEAST","Refined Louvain",2500,"true","submitted","object",1,0.663881919688374,0.742333472373176,0.565250402290601,0.954374412041392,2500,10,10,NA,NA,NA,2126,0,52.335,"ncurve"
"Muraro","FEAST","SC3",0,"estimated","submitted","object",1,0.437147949288047,0.57104743549577,0.33766206282237,0.96142991533396,1125,20,20,NA,NA,NA,2126,0,241.217,"ncurve"
"Muraro","FEAST","SC3",0,"true","submitted","object",1,0.737744307959242,0.798490202682051,0.648702847573722,0.952963311382879,1125,10,10,NA,NA,NA,2126,0,191.815,"ncurve"
"Muraro","FEAST","SC3",100,"estimated","submitted","object",1,0.426054188490359,0.562713743731368,0.327411441411233,0.960489181561618,100,20,20,NA,NA,NA,2126,0,361.418,"ncurve"
"Muraro","FEAST","SC3",100,"true","submitted","object",1,0.929221705675511,0.94508024634817,0.895484826054774,0.953904045155221,100,10,10,NA,NA,NA,2126,0,301.48,"ncurve"
"Muraro","FEAST","SC3",200,"estimated","submitted","object",1,0.409683322171504,0.549825973072112,0.312735801745222,0.960959548447789,200,20,20,NA,NA,NA,2126,0,324.363,"ncurve"
"Muraro","FEAST","SC3",200,"true","submitted","object",1,0.926709372936162,0.943120902606117,0.892197887966298,0.950611476952023,200,10,10,NA,NA,NA,2126,0,252.461,"ncurve"
"Muraro","FEAST","SC3",300,"estimated","submitted","object",1,0.38804939292311,0.531902337922828,0.294012197660701,0.960959548447789,300,20,20,NA,NA,NA,2126,0,236.292,"ncurve"
"Muraro","FEAST","SC3",300,"true","submitted","object",1,0.92790302929417,0.944048685509791,0.893858618716304,0.951081843838194,300,10,10,NA,NA,NA,2126,0,235.882,"ncurve"
"Muraro","FEAST","SC3",500,"estimated","submitted","object",1,0.441418162127753,0.574941121220471,0.34123272970385,0.962370649106303,500,20,20,NA,NA,NA,2126,0,229.991,"ncurve"
"Muraro","FEAST","SC3",500,"true","submitted","object",1,0.93681530652588,0.950978312459753,0.906384557996508,0.956255879586077,500,10,10,NA,NA,NA,2126,0,217.251,"ncurve"
"Muraro","FEAST","SC3",750,"estimated","submitted","object",1,0.417562403219326,0.556462703924657,0.319544844758862,0.96142991533396,750,20,20,NA,NA,NA,2126,0,346.338,"ncurve"
"Muraro","FEAST","SC3",750,"true","submitted","object",1,0.735611881752919,0.797272420976988,0.645814872652133,0.960489181561618,750,10,10,NA,NA,NA,2126,0,267.268,"ncurve"
"Muraro","FEAST","SC3",1000,"estimated","submitted","object",1,0.442181761144868,0.575813624097413,0.341772444790664,0.96142991533396,1000,20,20,NA,NA,NA,2126,0,232.363,"ncurve"
"Muraro","FEAST","SC3",1000,"true","submitted","object",1,0.739724514437438,0.799882658777841,0.65113662322559,0.952022577610536,1000,10,10,NA,NA,NA,2126,0,192.813,"ncurve"
"Muraro","FEAST","SC3",1500,"estimated","submitted","object",1,0.434401382914464,0.569726062294828,0.334698333645168,0.960489181561618,1500,20,20,NA,NA,NA,2126,0,247.587,"ncurve"
"Muraro","FEAST","SC3",1500,"true","submitted","object",1,0.743012353082182,0.803019496931829,0.654360821960498,0.960018814675447,1500,10,10,NA,NA,NA,2126,0,210.369,"ncurve"
"Muraro","FEAST","SC3",2500,"estimated","submitted","object",1,0.436210598457646,0.570298563926009,0.336818775599724,0.96142991533396,2500,20,20,NA,NA,NA,2126,0,317.667,"ncurve"
"Muraro","FEAST","SC3",2500,"true","submitted","object",1,0.733299253776698,0.795215203900595,0.643411864640858,0.952022577610536,2500,10,10,NA,NA,NA,2126,0,221.783,"ncurve"
"Muraro","GateOnly","Refined Louvain",0,"estimated","submitted","object",1,0.338990659775037,0.491385229375565,0.252144300879728,0.954374412041392,1125,19,20,NA,NA,NA,2126,0,16.853,"ncurve"
"Muraro","GateOnly","Refined Louvain",0,"true","submitted","object",1,0.663145511206524,0.742241999477933,0.564032351592376,0.954374412041392,1125,10,10,NA,NA,NA,2126,0,19.112,"ncurve"
"Muraro","GateOnly","Refined Louvain",100,"estimated","submitted","object",1,0.271657649006135,0.421342757015288,0.203267074894018,0.898871119473189,100,19,20,NA,NA,NA,2126,0,30.201,"ncurve"
"Muraro","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.554388174765377,0.651831545755358,0.45786252354049,0.895578551269991,100,10,10,NA,NA,NA,2126,0,20.091,"ncurve"
"Muraro","GateOnly","Refined Louvain",200,"estimated","submitted","object",1,0.336982703636627,0.487371962267727,0.251645507399983,0.945437441204139,200,20,20,NA,NA,NA,2126,0,30.379,"ncurve"
"Muraro","GateOnly","Refined Louvain",200,"true","submitted","object",1,0.669544593526557,0.746233241819852,0.571827734691995,0.937441204139229,200,10,10,NA,NA,NA,2126,0,26.251,"ncurve"
"Muraro","GateOnly","Refined Louvain",300,"estimated","submitted","object",1,0.323552248541242,0.477117196130292,0.239878641945582,0.951081843838194,300,19,20,NA,NA,NA,2126,0,18.703,"ncurve"
"Muraro","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.718278108994598,0.783141554516924,0.626709194077989,0.944026340545626,300,9,10,NA,NA,NA,2126,0,24.327,"ncurve"
"Muraro","GateOnly","Refined Louvain",500,"estimated","submitted","object",1,0.322450985637986,0.476576100260016,0.238770083892973,0.952963311382879,500,19,20,NA,NA,NA,2126,0,19.015,"ncurve"
"Muraro","GateOnly","Refined Louvain",500,"true","submitted","object",1,0.64909296950175,0.731346108983533,0.548972266425478,0.944026340545626,500,10,10,NA,NA,NA,2126,0,17.682,"ncurve"
"Muraro","GateOnly","Refined Louvain",750,"estimated","submitted","object",1,0.305610222061784,0.462291752847989,0.224829468466625,0.955785512699906,750,20,20,NA,NA,NA,2126,0,19.79,"ncurve"
"Muraro","GateOnly","Refined Louvain",750,"true","submitted","object",1,0.670983459244381,0.748216077528464,0.57260181540077,0.955785512699906,750,10,10,NA,NA,NA,2126,0,19.291,"ncurve"
"Muraro","GateOnly","Refined Louvain",1000,"estimated","submitted","object",1,0.324914408882337,0.478895791435775,0.24070219837239,0.954844778927563,1000,19,20,NA,NA,NA,2126,0,17.982,"ncurve"
"Muraro","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.665771705163133,0.744141776913675,0.566986080863555,0.954374412041392,1000,10,10,NA,NA,NA,2126,0,29.948,"ncurve"
"Muraro","GateOnly","Refined Louvain",1500,"estimated","submitted","object",1,0.338990659775037,0.491385229375565,0.252144300879728,0.954374412041392,1125,19,20,NA,NA,NA,2126,0,25.708,"ncurve"
"Muraro","GateOnly","Refined Louvain",1500,"true","submitted","object",1,0.663145511206524,0.742241999477933,0.564032351592376,0.954374412041392,1125,10,10,NA,NA,NA,2126,0,25.94,"ncurve"
"Muraro","GateOnly","Refined Louvain",2500,"estimated","submitted","object",1,0.338990659775037,0.491385229375565,0.252144300879728,0.954374412041392,1125,19,20,NA,NA,NA,2126,0,17.796,"ncurve"
"Muraro","GateOnly","Refined Louvain",2500,"true","submitted","object",1,0.663145511206524,0.742241999477933,0.564032351592376,0.954374412041392,1125,10,10,NA,NA,NA,2126,0,19.005,"ncurve"
"Muraro","GateOnly","SC3",0,"estimated","submitted","object",1,0.422437571677647,0.558813768092451,0.324751737071881,0.95719661335842,1125,20,20,NA,NA,NA,2126,0,195.13,"ncurve"
"Muraro","GateOnly","SC3",0,"true","submitted","object",1,0.738838999647229,0.799358561565362,0.649946963093498,0.952492944496707,1125,10,10,NA,NA,NA,2126,0,207.616,"ncurve"
"Muraro","GateOnly","SC3",100,"estimated","submitted","object",1,0.526042518181247,0.63959784369096,0.42141104400246,0.952492944496707,100,20,20,NA,NA,NA,2126,0,303.204,"ncurve"
"Muraro","GateOnly","SC3",100,"true","submitted","object",1,0.673625358231217,0.746070313350666,0.580122221574004,0.906396989651928,100,10,10,NA,NA,NA,2126,0,194.007,"ncurve"
"Muraro","GateOnly","SC3",200,"estimated","submitted","object",1,0.394369619465842,0.535906753152227,0.300135264438134,0.957666980244591,200,20,20,NA,NA,NA,2126,0,233.505,"ncurve"
"Muraro","GateOnly","SC3",200,"true","submitted","object",1,0.68835782136022,0.761026397954467,0.592203869714204,0.952022577610536,200,10,10,NA,NA,NA,2126,0,172.682,"ncurve"
"Muraro","GateOnly","SC3",300,"estimated","submitted","object",1,0.381465309779036,0.52492023361421,0.28917769693712,0.956726246472248,300,20,20,NA,NA,NA,2126,0,204.243,"ncurve"
"Muraro","GateOnly","SC3",300,"true","submitted","object",1,0.704413689586773,0.773984255791332,0.609573628296701,0.959548447789276,300,10,10,NA,NA,NA,2126,0,182.486,"ncurve"
"Muraro","GateOnly","SC3",500,"estimated","submitted","object",1,0.46025927050333,0.588115406718242,0.359437797164082,0.958607714016933,500,20,20,NA,NA,NA,2126,0,198.378,"ncurve"
"Muraro","GateOnly","SC3",500,"true","submitted","object",1,0.705070755390918,0.774575804576563,0.610236827527655,0.960959548447789,500,10,10,NA,NA,NA,2126,0,189.338,"ncurve"
"Muraro","GateOnly","SC3",750,"estimated","submitted","object",1,0.415809618905099,0.554883891053169,0.318083507459951,0.960018814675447,750,20,20,NA,NA,NA,2126,0,203.787,"ncurve"
"Muraro","GateOnly","SC3",750,"true","submitted","object",1,0.736333074056757,0.797623873721179,0.646847597583379,0.952963311382879,750,10,10,NA,NA,NA,2126,0,170.673,"ncurve"
"Muraro","GateOnly","SC3",1000,"estimated","submitted","object",1,0.401646273396147,0.541911975114709,0.306447583837421,0.958137347130762,1000,20,20,NA,NA,NA,2126,0,196.301,"ncurve"
"Muraro","GateOnly","SC3",1000,"true","submitted","object",1,0.736357696448364,0.797682283761255,0.646837373651254,0.95343367826905,1000,10,10,NA,NA,NA,2126,0,198.588,"ncurve"
"Muraro","GateOnly","SC3",1500,"estimated","submitted","object",1,0.422437571677647,0.558813768092451,0.324751737071881,0.95719661335842,1125,20,20,NA,NA,NA,2126,0,190.822,"ncurve"
"Muraro","GateOnly","SC3",1500,"true","submitted","object",1,0.738838999647229,0.799358561565362,0.649946963093498,0.952492944496707,1125,10,10,NA,NA,NA,2126,0,234.98,"ncurve"
"Muraro","GateOnly","SC3",2500,"estimated","submitted","object",1,0.422437571677647,0.558813768092451,0.324751737071881,0.95719661335842,1125,20,20,NA,NA,NA,2126,0,191.72,"ncurve"
"Muraro","GateOnly","SC3",2500,"true","submitted","object",1,0.738838999647229,0.799358561565362,0.649946963093498,0.952492944496707,1125,10,10,NA,NA,NA,2126,0,233.922,"ncurve"
"Muraro","Seurat","Refined Louvain",0,"estimated","submitted","object",1,0.33823452761168,0.490175540556422,0.251796411226341,0.953904045155221,1125,20,20,NA,NA,NA,2126,0,19.658,"ncurve"
"Muraro","Seurat","Refined Louvain",0,"true","submitted","object",1,0.885446357700516,0.911228077063503,0.834763257575758,0.948730009407338,1125,10,10,NA,NA,NA,2126,0,25.713,"ncurve"
"Muraro","Seurat","Refined Louvain",100,"estimated","submitted","object",1,0.196563075012597,0.333021595727237,0.16185016948077,0.742709313264346,100,19,20,NA,NA,NA,2126,0,34.789,"ncurve"
"Muraro","Seurat","Refined Louvain",100,"true","submitted","object",1,0.328356688258058,0.458314177250158,0.288606184702449,0.722013170272813,100,10,10,NA,NA,NA,2126,0,21.097,"ncurve"
"Muraro","Seurat","Refined Louvain",200,"estimated","submitted","object",1,0.249355455558827,0.388963168911022,0.195627643805889,0.827845719661336,200,19,20,NA,NA,NA,2126,0,26.355,"ncurve"
"Muraro","Seurat","Refined Louvain",200,"true","submitted","object",1,0.378173210618369,0.499440019848535,0.319637515679779,0.807619943555974,200,10,10,NA,NA,NA,2126,0,18.422,"ncurve"
"Muraro","Seurat","Refined Louvain",300,"estimated","submitted","object",1,0.340190387112028,0.483788628689247,0.258013449462625,0.909689557855127,300,20,20,NA,NA,NA,2126,0,19.38,"ncurve"
"Muraro","Seurat","Refined Louvain",300,"true","submitted","object",1,0.785095984376456,0.832328298883367,0.711753387358638,0.907337723424271,300,10,10,NA,NA,NA,2126,0,18.303,"ncurve"
"Muraro","Seurat","Refined Louvain",500,"estimated","submitted","object",1,0.336942912363983,0.484279131060757,0.253297620226928,0.930856067732832,500,20,20,NA,NA,NA,2126,0,20.434,"ncurve"
"Muraro","Seurat","Refined Louvain",500,"true","submitted","object",1,0.825851282079194,0.864295437597939,0.75992914547432,0.910159924741298,500,10,10,NA,NA,NA,2126,0,18.825,"ncurve"
"Muraro","Seurat","Refined Louvain",750,"estimated","submitted","object",1,0.331602965345018,0.483412668089969,0.24684491320386,0.947318908748824,750,20,20,NA,NA,NA,2126,0,23.945,"ncurve"
"Muraro","Seurat","Refined Louvain",750,"true","submitted","object",1,0.861607130886229,0.892490213979116,0.803660215069806,0.951552210724365,750,10,10,NA,NA,NA,2126,0,21.168,"ncurve"
"Muraro","Seurat","Refined Louvain",1000,"estimated","submitted","object",1,0.374562069263734,0.519997039004255,0.282821034243268,0.952492944496707,1000,20,20,NA,NA,NA,2126,0,18.225,"ncurve"
"Muraro","Seurat","Refined Louvain",1000,"true","submitted","object",1,0.857080433047398,0.889130682746839,0.797375420641739,0.951081843838194,1000,11,10,NA,NA,NA,2126,0,18.026,"ncurve"
"Muraro","Seurat","Refined Louvain",1500,"estimated","submitted","object",1,0.319039019602084,0.472887698507342,0.236331715655795,0.956726246472248,1500,20,20,NA,NA,NA,2126,0,18.638,"ncurve"
"Muraro","Seurat","Refined Louvain",1500,"true","submitted","object",1,0.895498977926235,0.918949377081178,0.848531278314673,0.962370649106303,1500,10,10,NA,NA,NA,2126,0,27.133,"ncurve"
"Muraro","Seurat","Refined Louvain",2500,"estimated","submitted","object",1,0.352316296618559,0.502667611470166,0.263292913148721,0.958607714016933,2500,20,20,NA,NA,NA,2126,0,18.927,"ncurve"
"Muraro","Seurat","Refined Louvain",2500,"true","submitted","object",1,0.905914569450898,0.927053600803691,0.862737688793356,0.959548447789276,2500,10,10,NA,NA,NA,2126,0,18.974,"ncurve"
"Muraro","Seurat","SC3",0,"estimated","submitted","object",1,0.401357632919592,0.542392734639813,0.305798474328909,0.954844778927563,1125,20,20,NA,NA,NA,2126,0,305.637,"ncurve"
"Muraro","Seurat","SC3",0,"true","submitted","object",1,0.715014272459227,0.780811619230745,0.622808470588235,0.943555973659454,1125,10,10,NA,NA,NA,2126,0,246.036,"ncurve"
"Muraro","Seurat","SC3",100,"estimated","submitted","object",1,0.214644878055767,0.350611183316177,0.177388580577424,0.728127939793039,100,20,20,NA,NA,NA,2126,0,292.08,"ncurve"
"Muraro","Seurat","SC3",100,"true","submitted","object",1,0.266321706892434,0.402281664552392,0.24030248533998,0.660395108184384,100,10,10,NA,NA,NA,2126,0,176.785,"ncurve"
"Muraro","Seurat","SC3",200,"estimated","submitted","object",1,0.385500774202493,0.513064083375763,0.30421739642078,0.869238005644403,200,20,20,NA,NA,NA,2126,0,232.467,"ncurve"
"Muraro","Seurat","SC3",200,"true","submitted","object",1,0.397833085770971,0.516421779306329,0.335890697207153,0.77140169332079,200,10,10,NA,NA,NA,2126,0,231.283,"ncurve"
"Muraro","Seurat","SC3",300,"estimated","submitted","object",1,0.557717260313697,0.662653793098664,0.453456552911358,0.943085606773283,300,20,20,NA,NA,NA,2126,0,215.911,"ncurve"
"Muraro","Seurat","SC3",300,"true","submitted","object",1,0.655567951929434,0.730131378370555,0.564044521906705,0.888993414863594,300,10,10,NA,NA,NA,2126,0,181.128,"ncurve"
"Muraro","Seurat","SC3",500,"estimated","submitted","object",1,0.422797447959077,0.558362206786518,0.325501895228472,0.949200376293509,500,20,20,NA,NA,NA,2126,0,232.1,"ncurve"
"Muraro","Seurat","SC3",500,"true","submitted","object",1,0.713335998445372,0.779146940777315,0.621295483696753,0.948730009407338,500,10,10,NA,NA,NA,2126,0,201.142,"ncurve"
"Muraro","Seurat","SC3",750,"estimated","submitted","object",1,0.424400000396319,0.559844104367463,0.326816682013505,0.94967074317968,750,20,20,NA,NA,NA,2126,0,324.183,"ncurve"
"Muraro","Seurat","SC3",750,"true","submitted","object",1,0.699919475720007,0.766541030400503,0.609088470920506,0.905926622765757,750,10,10,NA,NA,NA,2126,0,219.663,"ncurve"
"Muraro","Seurat","SC3",1000,"estimated","submitted","object",1,0.36711183519885,0.513819188259928,0.276452908896397,0.952492944496707,1000,20,20,NA,NA,NA,2126,0,242.083,"ncurve"
"Muraro","Seurat","SC3",1000,"true","submitted","object",1,0.702341324659289,0.768573309919709,0.611557190740643,0.907337723424271,1000,10,10,NA,NA,NA,2126,0,203.72,"ncurve"
"Muraro","Seurat","SC3",1500,"estimated","submitted","object",1,0.413910612676404,0.551796116384424,0.317270603783443,0.954374412041392,1500,20,20,NA,NA,NA,2126,0,223.765,"ncurve"
"Muraro","Seurat","SC3",1500,"true","submitted","object",1,0.724437907105449,0.787613048525951,0.634036297082507,0.944967074317968,1500,10,10,NA,NA,NA,2126,0,287.923,"ncurve"
"Muraro","Seurat","SC3",2500,"estimated","submitted","object",1,0.405562235587792,0.54551928621383,0.309643586108188,0.956255879586077,2500,20,20,NA,NA,NA,2126,0,206.141,"ncurve"
"Muraro","Seurat","SC3",2500,"true","submitted","object",1,0.728916190678715,0.791507172780352,0.638699633803189,0.948730009407338,2500,10,10,NA,NA,NA,2126,0,179.582,"ncurve"
"Muraro","Variance","Refined Louvain",0,"estimated","submitted","object",1,0.327352829436919,0.481402972831963,0.242513108816693,0.963311382878645,1125,20,20,NA,NA,NA,2126,0,18.906,"ncurve"
"Muraro","Variance","Refined Louvain",0,"true","submitted","object",1,0.644484435845248,0.727834576311727,0.544019117933659,0.94590780809031,1125,10,10,NA,NA,NA,2126,0,18.287,"ncurve"
"Muraro","Variance","Refined Louvain",100,"estimated","submitted","object",1,0.353999798224332,0.506043704625392,0.263748068260921,0.961900282220132,100,20,20,NA,NA,NA,2126,0,23.057,"ncurve"
"Muraro","Variance","Refined Louvain",100,"true","submitted","object",1,0.872221997008238,0.90128043215148,0.816609141622149,0.955785512699906,100,9,10,NA,NA,NA,2126,0,27.342,"ncurve"
"Muraro","Variance","Refined Louvain",200,"estimated","submitted","object",1,0.309765980292359,0.465994262062345,0.228178138277029,0.955785512699906,200,20,20,NA,NA,NA,2126,0,20.716,"ncurve"
"Muraro","Variance","Refined Louvain",200,"true","submitted","object",1,0.713197992350192,0.780375470652878,0.619817986460987,0.956255879586077,200,10,10,NA,NA,NA,2126,0,29.737,"ncurve"
"Muraro","Variance","Refined Louvain",300,"estimated","submitted","object",1,0.336211021064359,0.488962506507769,0.249859569810694,0.954374412041392,300,19,20,NA,NA,NA,2126,0,19.313,"ncurve"
"Muraro","Variance","Refined Louvain",300,"true","submitted","object",1,0.704880622405641,0.773812661006892,0.61057909032021,0.954844778927563,300,10,10,NA,NA,NA,2126,0,26.892,"ncurve"
"Muraro","Variance","Refined Louvain",500,"estimated","submitted","object",1,0.337375895713974,0.490186646862556,0.250714099481445,0.955315145813735,500,20,20,NA,NA,NA,2126,0,17.819,"ncurve"
"Muraro","Variance","Refined Louvain",500,"true","submitted","object",1,0.713033964110375,0.780210208305011,0.619667981129426,0.956255879586077,500,10,10,NA,NA,NA,2126,0,25.683,"ncurve"
"Muraro","Variance","Refined Louvain",750,"estimated","submitted","object",1,0.340183845823939,0.492244871370035,0.253215024546886,0.961900282220132,750,20,20,NA,NA,NA,2126,0,17.793,"ncurve"
"Muraro","Variance","Refined Louvain",750,"true","submitted","object",1,0.704872074916043,0.773888603333827,0.610493116983793,0.955315145813735,750,10,10,NA,NA,NA,2126,0,23.162,"ncurve"
"Muraro","Variance","Refined Louvain",1000,"estimated","submitted","object",1,0.323442317091917,0.477819794963021,0.239395904252445,0.955315145813735,1000,20,20,NA,NA,NA,2126,0,17.221,"ncurve"
"Muraro","Variance","Refined Louvain",1000,"true","submitted","object",1,0.665659026913053,0.744226186703223,0.566714762701999,0.955315145813735,1000,10,10,NA,NA,NA,2126,0,27.16,"ncurve"
"Muraro","Variance","Refined Louvain",1500,"estimated","submitted","object",1,0.343611720041892,0.494935214773425,0.256185435777162,0.96142991533396,1500,20,20,NA,NA,NA,2126,0,26.43,"ncurve"
"Muraro","Variance","Refined Louvain",1500,"true","submitted","object",1,0.663034628190334,0.741908296136713,0.564129678112562,0.954374412041392,1500,10,10,NA,NA,NA,2126,0,17.957,"ncurve"
"Muraro","Variance","Refined Louvain",2500,"estimated","submitted","object",1,0.41107635312213,0.551409128290532,0.313716439874701,0.966133584195673,2500,19,20,NA,NA,NA,2126,0,18.039,"ncurve"
"Muraro","Variance","Refined Louvain",2500,"true","submitted","object",1,0.665176851594432,0.743520257871594,0.566484834270237,0.953904045155221,2500,10,10,NA,NA,NA,2126,0,26.698,"ncurve"
"Muraro","Variance","SC3",0,"estimated","submitted","object",1,0.418644795263778,0.556619925884903,0.320897233133054,0.960018814675447,1125,20,20,NA,NA,NA,2126,0,266.606,"ncurve"
"Muraro","Variance","SC3",0,"true","submitted","object",1,0.733039718548637,0.794841319757511,0.643287057583752,0.950611476952023,1125,10,10,NA,NA,NA,2126,0,227.371,"ncurve"
"Muraro","Variance","SC3",100,"estimated","submitted","object",1,0.413558715711286,0.552548062946118,0.316378509804526,0.962370649106303,100,20,20,NA,NA,NA,2126,0,258.24,"ncurve"
"Muraro","Variance","SC3",100,"true","submitted","object",1,0.736434108220478,0.798115827645602,0.646567476351191,0.95343367826905,100,10,10,NA,NA,NA,2126,0,172.506,"ncurve"
"Muraro","Variance","SC3",200,"estimated","submitted","object",1,0.411801104647139,0.550366879728784,0.315250972302593,0.958607714016933,200,20,20,NA,NA,NA,2126,0,265.287,"ncurve"
"Muraro","Variance","SC3",200,"true","submitted","object",1,0.931343146772216,0.946722153172913,0.898553415625385,0.959548447789276,200,10,10,NA,NA,NA,2126,0,194.962,"ncurve"
"Muraro","Variance","SC3",300,"estimated","submitted","object",1,0.423737788539534,0.561508562876215,0.324985761311311,0.962841015992474,300,20,20,NA,NA,NA,2126,0,194.316,"ncurve"
"Muraro","Variance","SC3",300,"true","submitted","object",1,0.733468361363997,0.795200142253286,0.643752751124537,0.951552210724365,300,10,10,NA,NA,NA,2126,0,160.378,"ncurve"
"Muraro","Variance","SC3",500,"estimated","submitted","object",1,0.40640140421333,0.546491061224049,0.310219484020023,0.96142991533396,500,20,20,NA,NA,NA,2126,0,197.975,"ncurve"
"Muraro","Variance","SC3",500,"true","submitted","object",1,0.73945393958937,0.800504575453417,0.650009992481847,0.96142991533396,500,10,10,NA,NA,NA,2126,0,169.96,"ncurve"
"Muraro","Variance","SC3",750,"estimated","submitted","object",1,0.407770160230044,0.547755482736485,0.311337235618269,0.960489181561618,750,20,20,NA,NA,NA,2126,0,201.625,"ncurve"
"Muraro","Variance","SC3",750,"true","submitted","object",1,0.742746127760762,0.802826379963903,0.654039333881907,0.960489181561618,750,10,10,NA,NA,NA,2126,0,176.783,"ncurve"
"Muraro","Variance","SC3",1000,"estimated","submitted","object",1,0.409656583515963,0.548901840144633,0.313208759663374,0.959548447789276,1000,20,20,NA,NA,NA,2126,0,189.145,"ncurve"
"Muraro","Variance","SC3",1000,"true","submitted","object",1,0.737848315899998,0.798644637269077,0.64874838748728,0.951552210724365,1000,10,10,NA,NA,NA,2126,0,167.532,"ncurve"
"Muraro","Variance","SC3",1500,"estimated","submitted","object",1,0.402542400204825,0.543088423174801,0.306983115543858,0.958137347130762,1500,20,20,NA,NA,NA,2126,0,204.992,"ncurve"
"Muraro","Variance","SC3",1500,"true","submitted","object",1,0.739330520066497,0.800347043175191,0.649924863517909,0.960018814675447,1500,10,10,NA,NA,NA,2126,0,242.236,"ncurve"
"Muraro","Variance","SC3",2500,"estimated","submitted","object",1,0.426383637996031,0.563147372871845,0.327611005070661,0.958137347130762,2500,20,20,NA,NA,NA,2126,0,238.775,"ncurve"
"Muraro","Variance","SC3",2500,"true","submitted","object",1,0.740547708884876,0.801171534562774,0.651445035073482,0.959548447789276,2500,10,10,NA,NA,NA,2126,0,240.311,"ncurve"
"Romanov","DIFS","Refined Louvain",0,"true","submitted","default",1,0.708810510018368,0.788655420642003,0.64828557904235,0.857688302672683,2332,7,7,1100,2976,"1:1",2881,0,859.442,"ncurve"
"Romanov","DIFS","Refined Louvain",0,"estimated","submitted","default",1,0.194428763259948,0.358043987921291,0.145045682526516,0.901770218674071,2332,NA,30,2000,5279,"1:3",NA,NA,877.737,"ncurve"
"Romanov","DIFS","Refined Louvain",100,"true","submitted","default",1,0.514614017679569,0.62401340005045,0.442455091055334,0.834432488719195,100,8,7,1100,2976,"2:1",2881,0,710.481,"ncurve"
"Romanov","DIFS","Refined Louvain",100,"estimated","submitted","default",1,0.219755391501409,0.381806802714098,0.165914223339458,0.884762235334953,100,NA,30,2000,5279,"1:2",NA,NA,884.977,"ncurve"
"Romanov","DIFS","Refined Louvain",200,"true","submitted","default",1,0.540300056814981,0.646773925963244,0.474542727321123,0.827490454703228,200,7,7,1100,2976,"2:3",2881,0,729.819,"ncurve"
"Romanov","DIFS","Refined Louvain",200,"estimated","submitted","default",1,0.212336021149734,0.377422451333635,0.158238909206175,0.8958694897605,200,NA,30,2000,5279,"2:3",NA,NA,872.011,"ncurve"
"Romanov","DIFS","Refined Louvain",300,"true","submitted","default",1,0.582116924893038,0.681627521912094,0.515855787488012,0.829920166608816,300,7,7,1100,2976,"1:2",2881,0,708.944,"ncurve"
"Romanov","DIFS","Refined Louvain",300,"estimated","submitted","default",1,0.203368603872718,0.368998044243213,0.150921793295756,0.903158625477265,300,NA,30,2000,5279,"1:1",NA,NA,871.238,"ncurve"
"Romanov","DIFS","Refined Louvain",500,"true","submitted","default",1,0.603434764681221,0.698073449432462,0.535052278306319,0.824366539396043,500,7,7,1100,2976,"1:2",2881,0,725.767,"ncurve"
"Romanov","DIFS","Refined Louvain",500,"estimated","submitted","default",1,0.20359795773429,0.368871744048194,0.151302511258755,0.903505727178063,500,NA,30,2000,5279,"1:1",NA,NA,858.68,"ncurve"
