"data.name","fmethod","clust","n","k_policy","gate_rule","gate_rule_src","seed","ARI","FM","Jaccard","Purity","nfeat","kfound","k_used","stage1_n","stage2_n","ratio","total","dropped","elapsed","set"
"Muraro","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.659814743063594,0.738872932877198,0.561149778200552,0.944967074317968,1000,9,10,1000,NA,NA,2126,0,83.208,"abl"
"Muraro","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.554388174765377,0.651831545755358,0.45786252354049,0.895578551269991,100,10,10,NA,NA,NA,2126,0,19.671,"abl"
"Muraro","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.718278108994598,0.783141554516924,0.626709194077989,0.944026340545626,300,9,10,NA,NA,NA,2126,0,17.508,"abl"
"Muraro","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.665771705163133,0.744141776913675,0.566986080863555,0.954374412041392,1000,10,10,NA,NA,NA,2126,0,17.657,"abl"
"Romanov","DIFS","Refined Louvain",100,"true","submitted","object",1,0.514614017679569,0.62401340005045,0.442455091055334,0.834432488719195,100,8,7,1100,2976,"2:1",2881,0,696.912,"abl"
"Romanov","DIFS","Refined Louvain",300,"true","submitted","object",1,0.582116924893038,0.681627521912094,0.515855787488012,0.829920166608816,300,7,7,1100,2976,"1:2",2881,0,695.651,"abl"
"Romanov","DIFS","Refined Louvain",1000,"true","submitted","object",1,0.624929489461955,0.717893553550564,0.559917617116827,0.83755640402638,1000,7,7,1100,2976,"1:3",2881,0,711.207,"abl"
"Romanov","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,0.538546811375069,0.648145973231404,0.478329823290081,0.777507809788268,100,6,7,100,NA,NA,2881,0,271.259,"abl"
"Romanov","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,0.557995094403932,0.660238272086491,0.4886946889627,0.842762929538355,300,7,7,300,NA,NA,2881,0,283.591,"abl"
"Romanov","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,0.6563774996333,0.744268898137296,0.59243520924649,0.843110031239153,1000,6,7,1000,NA,NA,2881,0,277.933,"abl"
"Romanov","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.469286838248402,0.594297239708555,0.421524863786131,0.784796945505033,100,7,7,NA,NA,NA,2881,0,26.835,"abl"
"Romanov","GateOnly","Refined Louvain",300,"true","submitted","object",1,0.661434198702662,0.752300528116114,0.601191454694899,0.832349878514405,300,6,7,NA,NA,NA,2881,0,25.005,"abl"
"Romanov","GateOnly","Refined Louvain",1000,"true","submitted","object",1,0.622366155424574,0.715398569107823,0.556836668061058,0.844498438042346,1000,7,7,NA,NA,NA,2881,0,23.434,"abl"
"SimKumar4easy","DIFS","Refined Louvain",100,"true","submitted","object",1,1,1,1,1,100,4,4,326,29,"1:1",500,0,105.871,"abl"
"SimKumar4easy","DIFS","Refined Louvain",300,"true","submitted","object",1,1,1,1,1,300,4,4,326,29,"1:1",500,0,106.094,"abl"
"SimKumar4easy","DIFS","Refined Louvain",1000,"true","submitted","object",1,1,1,1,1,326,4,4,326,29,"1:1",500,0,104.459,"abl"
"SimKumar4easy","DIFS_stage1only","Refined Louvain",100,"true","submitted","object",1,1,1,1,1,100,4,4,100,NA,NA,500,0,12.067,"abl"
"SimKumar4easy","DIFS_stage1only","Refined Louvain",300,"true","submitted","object",1,1,1,1,1,300,4,4,300,NA,NA,500,0,12.55,"abl"
"SimKumar4easy","DIFS_stage1only","Refined Louvain",1000,"true","submitted","object",1,1,1,1,1,326,4,4,326,NA,NA,500,0,12.563,"abl"
"SimKumar4easy","GateOnly","Refined Louvain",100,"true","submitted","object",1,0.994831705846302,0.99670829147619,0.993432217398012,0.998,100,4,4,NA,NA,NA,500,0,9.622,"abl"
"SimKumar4easy","GateOnly","Refined Louvain",300,"true","submitted","object",1,1,1,1,1,300,4,4,NA,NA,NA,500,0,10.027,"abl"
"SimKumar4easy","GateOnly","Refined Louvain",1000,"true","submitted","object",1,1,1,1,1,326,4,4,NA,NA,NA,500,0,17.542,"abl"
"SimKumar4hard","DIFS","Refined Louvain",100,"true","submitted","object",1,1,1,1,1,100,4,4,325,18,"1:1",499,0,112.721,"abl"
"SimKumar4hard","DIFS","Refined Louvain",300,"true","submitted","object",1,1,1,1,1,300,4,4,325,18,"1:1",499,0,114.908,"abl"
